iso3code,country,survey_year,year,subregion,region,sdg_region,unicef_region,who_region,wb_income_group,wb_region,who_database_reference_number,survey_sample_size,severe_wasting,wasting,overweight,stunting,underweight,nots,report_author,source,under_5_population,
GIN,GUINEA,1994-95,1994,Western Africa,Africa,Sub-Saharan Africa,West and Central Africa,AFRO,Low Income,Sub-Saharan Africa,2008,3542,,14,,35.3,21.2,Converted estimates,Ministère du Plan et de la Coopération,"Enquête intégrale sur les conditions de vie des ménages avec module budget et consommation (EIBC) 1994-95.  Ministère du Plan et de la Coopération, Direction Nationale de la Statistique. Conakry, République de Guinée, 1998."," 1,353.2 ",
GIN,GUINEA,1999,1999,Western Africa,Africa,Sub-Saharan Africa,West and Central Africa,AFRO,Low Income,Sub-Saharan Africa,2138,4615,4,9.9,4.3,34.3,21.2,,Direction Nationale de la Statistique,"Enquête démographique et de santé, Guinée 1999. Demographic and Health Surveys. Direction Nationale de la Statistique. Conakry , Guinée, 2000 (and additional analysis)."," 1,524.3 ",
GIN,GUINEA,2005,2005,Western Africa,Africa,Sub-Saharan Africa,West and Central Africa,AFRO,Low Income,Sub-Saharan Africa,2759,3039,4.3,10.8,5.1,39.3,22.5,,Direction Nationale de la Statistique (DNS) (Guinée) et ORC Macro.,"Enquête démographique et de santé, Guinée 2005. Demographic and Health Surveys. Direction Nationale de la Statistique. Calverton, Maryland, U.S.A.: DNS et ORC Macro, 2006 (and additional analysis)."," 1,659.7 ",
GIN,GUINEA,2007-08,2007,Western Africa,Africa,Sub-Saharan Africa,West and Central Africa,AFRO,Low Income,Sub-Saharan Africa,2954,11781,2.8,8.3,,40,20.8, Période de récolte,"Ministère de l'Economie des Finances et du Plan, UNICEF, PAM and Direction Nationale de la Statistique. Enquête nationale sur l'état nutritionnel et","le suivi des principaux indicateurs de survie de l'enfant. Rapport provisoire, Mai 2008 (30/12/09 http://ochaonline.un.org/CoordinationIASC/Securitealimentairenutrition/tabid/5651/language/fr-FR/Default.aspx)."," 1,720.8 ",
GIN,GUINEA,2011-12,2011,Western Africa,Africa,Sub-Saharan Africa,West and Central Africa,AFRO,Low Income,Sub-Saharan Africa,3160,8167,1.3,5.6,3.1,35.8,16.3,,"Ministère de la Santé et de l'Hygiène Publique, Direction Nationale de la Santé Familiale et de la Nutrition, Division de l'Alimentation et de la","Nutrition. Enquête nationale nutrition-santé, basée sur la méthodologie SMART, 2011-12. Rapport final. Conakry, Republique de Guinée, 2012 (and additional analysis)."," 1,839.7 ",
GIN,GUINEA,2012,2012,Western Africa,Africa,Sub-Saharan Africa,West and Central Africa,AFRO,Low Income,Sub-Saharan Africa,3194,3682,4.1,9.9,3.8,31.3,18.7,,"l'Institut National de la Statistique (INS), Ministère du Plan, Ministère de la Santé et de l'Hygiène Publique, ICF International et UNICEF.","Enquête démographique et de santé (EDS-IV) et enquête par grappe à indicateurs multiples (MICS). L'EDS-MICS 2012. Conakry, Guinée et Calverton, MD: INS et ICF, 2013 (and additional analysis)."," 1,866.4 ",
GNB,GUINEA-BISSAU,2000,2000,Western Africa,Africa,Sub-Saharan Africa,West and Central Africa,AFRO,Low Income,Sub-Saharan Africa,2358,5636,4.8,11.8,5.1,36.1,21.9,,Government of Guinea-Bissau and UNICEF (Guinea-Bissau).,"Multiple indicator cluster survey Guinea-Bissau, 2000 (MICS). Bissau, Guinea-Bissau: General Direction of Planning, National Institute of Statistics and Census and UNICEF, 2000 (and additional analysis).", 213.5 ,
GNB,GUINEA-BISSAU,2006,2006,Western Africa,Africa,Sub-Saharan Africa,West and Central Africa,AFRO,Low Income,Sub-Saharan Africa,2884,5290,4.5,8.9,17,47.7,17.4,,Ministère de l`Economie - Secrétariat d`Etat du Plan et à l`Intégration Régionale.,"Enquête par grappes à indicateurs multiples, Guinée-Bissau, 2006, Rapport final. Bissau, Guinée-Bissau : Ministère de l`Economie - Secrétariat d`Etat du Plan et à l`Intégration Régionale, 2006 (and additional analysis).", 233.0 ,
GNB,GUINEA-BISSAU,2010,2010,Western Africa,Africa,Sub-Saharan Africa,West and Central Africa,AFRO,Low Income,Sub-Saharan Africa,3216,12420,0.9,5.8,3.2,32.2,18.1,(pending reanalysis),"Ministério da Economia, do Plano e Integraçao Regional - Direcçao Geral do Plano, Instituto Nacional de Estatistica.","Inquérito aos indicadores múltiplos (MICS), inquérito demográfico de saúde reprodutiva - Guiné-Bissau, 2010: Relatório final. Bissau, Guiné-Bissau, 2011.", 256.0 ,
GNB,GUINEA-BISSAU,2014,2014,Western Africa,Africa,Sub-Saharan Africa,West and Central Africa,AFRO,Low Income,Sub-Saharan Africa,3257,,1.4,6,2.3,27.6,17,(pending reanalysis),"Ministério da Economia e Finanças, Direcçao Geral do Plano Instituto Nacional de Estatística (INE).","Inquérito aos Indicadores Múltiplos (MICS) 2014, Principais Resultados. Bissau, Guiné-Bissau: Ministério da Economia e Finanças, Direcçao Geral do Plano Instituto Nacional de Estatística (INE), 2015.", 280.4 ,
GUY,GUYANA,1993,1993,South America,Latin America and the Caribbean,Latin America and the Caribbean,Latin America and Caribbean,AMRO,Upper Middle Income,Latin America & Caribbean,1573,581,,,,,16.1,Converted estimate,Guyana Bureau of Statistics.,"Household income and expenditure survey 1993 and Guyana living standards measurement survey. In: Guyana strategies for reducing poverty. Report No. 12861-GUA. Washington: The World Bank, 1994:50-67 (and additional analysis).", 94.7 ,
GUY,GUYANA,1997,1997,South America,Latin America and the Caribbean,Latin America and the Caribbean,Latin America and Caribbean,AMRO,Upper Middle Income,Latin America & Caribbean,2231,289,,13.3,1.9,14,10.3,Converted estimates,Ministry of Health (Guyana) and Caribbean Food and Nutrition Institute (PAHO/CFNI).,"Micronutrient study report - Guyana survey - Vitamin A, beta-carotene, iron and iodine status. PAHO/CFNI/97.J5. Kingston, Jamaica, 1997 (and additional analysis).", 102.9 ,
GUY,GUYANA,2000,2000,South America,Latin America and the Caribbean,Latin America and the Caribbean,Latin America and Caribbean,AMRO,Upper Middle Income,Latin America & Caribbean,2624,2564,4.3,12.1,5.5,13.8,11.9,,Bureau of Statistics [Guyana] and UNICEF.,"Guyana multiple indicator cluster survey (MICS). Georgetown, Guyana, 2001 (and additional analysis).", 95.9 ,
GUY,GUYANA,2006-07,2006,South America,Latin America and the Caribbean,Latin America and the Caribbean,Latin America and Caribbean,AMRO,Upper Middle Income,Latin America & Caribbean,2887,2285,2.6,8.3,6.8,18.2,10.8,,Bureau of Statistics and UNICEF.,"Guyana multiple indicator cluster survey 2006, final report. Georgetown, Guyana: Bureau of Statistics and UNICEF, 2008 (and additional analysis).", 81.2 ,
GUY,GUYANA,2009,2009,South America,Latin America and the Caribbean,Latin America and the Caribbean,Latin America and Caribbean,AMRO,Upper Middle Income,Latin America & Caribbean,3119,1651,1.3,5.3,6.7,19.5,11.1,,"Ministry of Health (MOH), Bureau of Statistics (BOS), and ICF Macro.","Guyana demographic and health survey 2009. Demographic and Health Surveys. Georgetown, Guyana: MOH, BOS, and ICF Macro, 2010 (and additional analysis).", 75.5 ,
GUY,GUYANA,2014,2014,South America,Latin America and the Caribbean,Latin America and the Caribbean,Latin America and Caribbean,AMRO,Upper Middle Income,Latin America & Caribbean,3258,,1.7,6.4,5.3,12,8.5,,"Bureau of Statistics, Ministry of Health and UNICEF.","Guyana Multiple Indicator Cluster Survey 2014, Key findings. Georgetown, Guyana: Bureau of Statistics, Ministry of Health and UNICEF, 2015.", 74.8 ,
HTI,HAITI,1990,1990,Caribbean,Latin America and the Caribbean,Latin America and the Caribbean,Latin America and Caribbean,AMRO,Low Income,Latin America & Caribbean,1544,1843,,5.9,,40.1,23.7,Converted estimates,Ministry of Public Health and Population.,"Haiti's nutrition situation in 1990: A report based on anthropometric data of the 1990 nutrition surveys. Port-au-Prince, Haiti, 1993 (and additional analysis)."," 1,158.6 ",
HTI,HAITI,1994-95,1994,Caribbean,Latin America and the Caribbean,Latin America and the Caribbean,Latin America and Caribbean,AMRO,Low Income,Latin America & Caribbean,1547,2929,3,9.4,4.3,37.2,24,,"Cayemittes M, Rival A, Barrère B, Lerebours G, Gédéon MA.","Enquête mortalité, morbidité et utlisation des services (EMMUS-II) Haiti 1994/95. Demographic and Health Surveys. Pétionville, Haiti, 1995 (and additional analysis)."," 1,177.2 ",
HTI,HAITI,2000,2000,Caribbean,Latin America and the Caribbean,Latin America and the Caribbean,Latin America and Caribbean,AMRO,Low Income,Latin America & Caribbean,2276,6293,1.5,5.6,3.1,28.3,13.9,,"Cayemittes M, Placide MF, Barrère B, Mariko S, Sévère B.","Enquête mortalité, morbidité et utilisation des services, Haiti 2000. Demographic and Health Surveys. Calverton, Maryland: Ministère de la Santé Publique et de la Population, Institut Haitien de l'Enfance et ORC Macro, 2001 (and additional analysis)."," 1,218.6 ",
HTI,HAITI,2005-06,2006,Caribbean,Latin America and the Caribbean,Latin America and the Caribbean,Latin America and Caribbean,AMRO,Low Income,Latin America & Caribbean,2792,2904,3.3,10.3,3.9,29.7,18.9,,"Cayemittes M, Placide MF, Mariko S, Barrère B, Sévère B, Canez A.","Enquête mortalité, morbidité et utilisation des services, Haïti, 2005-2006. DHS. Calverton, Maryland, USA: Ministère de la Santé Publique et de la Population, Institut Haïtien de l'Enfance et Macro International Inc., 2007 (and additional analysis)."," 1,227.4 ",
HTI,HAITI,2012,2012,Caribbean,Latin America and the Caribbean,Latin America and the Caribbean,Latin America and Caribbean,AMRO,Low Income,Latin America & Caribbean,3163,4581,1.3,5.2,3.6,21.9,11.6,,"Cayemittes M, Busangu MF, Bizimana J, Barrère B, Sévère B, Cayemittes V, Emmanuel C.","Enquête mortalité, morbidité et utilisation des services, Haïti, 2012. Demographic and Health Surveys. Calverton, Maryland, USA : MSPP, IHE et ICF International, 2012 (and additional analysis)."," 1,253.3 ",
HND,HONDURAS,1987,1987,Central America,Latin America and the Caribbean,Latin America and the Caribbean,Latin America and Caribbean,AMRO,Lower Middle Income,Latin America & Caribbean,457,3244,,2.3,2.7,43.3,18.1,Converted estimates,"Barahona F, Soto RJ, Tronconi E, Maradiaga A, O'Connor G, Corrales G.","Encuesta nacional de nutricion, Honduras, 1987. Cuadros de frequencias por regiones de salud y nacionales. Ministerio de Salud Publica. Tegucigalpa, Republica de Honduras, 1988 (and additional analysis).", 809.8 ,
HND,HONDURAS,1991-92,1992,Central America,Latin America and the Caribbean,Latin America and the Caribbean,Latin America and Caribbean,AMRO,Lower Middle Income,Latin America & Caribbean,1325,5961,,2.1,,42.5,15.8,Converted estimates,Ministerio de Salud Publica.,"Encuesta nacional de epidemiologia y salud familiar (ENESF), 1991/92. Tegucigalpa, Republica de Honduras, 1993 (and additional analysis).", 892.6 ,
HND,HONDURAS,1993-94,1994,Central America,Latin America and the Caribbean,Latin America and the Caribbean,Latin America and Caribbean,AMRO,Lower Middle Income,Latin America & Caribbean,1614,1875,,2.7,,45.7,16.1,Converted estimates,,"National survey of socio-economic indicators 1993/94. Tegucigalpa, Republica de Honduras, 1996 (and additional analysis).", 930.7 ,
HND,HONDURAS,1996,1996,Central America,Latin America and the Caribbean,Latin America and the Caribbean,Latin America and Caribbean,AMRO,Lower Middle Income,Latin America & Caribbean,1917,1456,0.3,1.6,2.8,38.6,17.9,Age-adjusted;,Ministry of Health.,"National micronutrient survey Honduras 1996. Tegucigalpa, Republic of Honduras, 1997 (and additional analysis).", 965.6 ,
HND,HONDURAS,2001,2001,Central America,Latin America and the Caribbean,Latin America and the Caribbean,Latin America and Caribbean,AMRO,Lower Middle Income,Latin America & Caribbean,2365,5643,0.2,1.2,3,34.5,12.5,,"Secretaria de Salud, Asociacion Hondurena de Planificacion de Familia, USAID, CDC.","Honduras encuesta nacional de epidemiologia y salud familiar ENESF-2001/encuesta nacional de salud masculina ENSM-2001: Informe final. Tegucigalpa, Honduras, 2002 (and additional analysis)."," 1,009.5 ",
HND,HONDURAS,2005-06,2006,Central America,Latin America and the Caribbean,Latin America and the Caribbean,Latin America and Caribbean,AMRO,Lower Middle Income,Latin America & Caribbean,2770,9707,0.3,1.4,5.8,29.9,8.6,,"Secretaría de Salud [Honduras], Instituto Nacional de Estadística (INE) y Macro International.","Encuesta nacional de salud y demografía 2005-2006. Demographic and Health Surveys. Tegucigalpa, Honduras: SS, INE y Macro International, 2006 (and additional analysis)."," 1,030.3 ",
HND,HONDURAS,2011-12,2012,Central America,Latin America and the Caribbean,Latin America and the Caribbean,Latin America and Caribbean,AMRO,Lower Middle Income,Latin America & Caribbean,3165,10219,0.3,1.4,5.2,22.7,7.1,,"Secretaría de Salud [Honduras], Instituto Nacional de Estadística (INE) e ICF International.","Encuesta nacional de salud y demografía 2011-2012. Demographic and Health Surveys. Tegucigalpa, Honduras: SS, INE e ICF International, 2013 (and additional analysis).", 976.9 ,
IND,INDIA,1988-90,1989,Southern Asia,Asia,Central Asia and Southern Asia,South Asia,SEARO,Lower Middle Income,South Asia,405,13548,,20.3,,62.7,55.5,Adjusted NR to NA; 8 States; converted estimates,National Institute of Nutrition.,"National Nutrition Monitoring Bureau, 1988-90 (8 States pooled data). Hyderabad, India; 1993 (data reanalyzed for WHO)."," 120,678.7 ",
IND,INDIA,1991-92,1992,Southern Asia,Asia,Central Asia and Southern Asia,South Asia,SEARO,Lower Middle Income,South Asia,387,2948,,20,,61.9,52.8,Adjusted NR to NA; 8 States; converted estimates,National Institute of Nutrition.,"National Nutrition Monitoring Bureau, 1991-92 (8 States pooled data). Hyderabad, India; 1993 (data reanalyzed for WHO)."," 122,660.4 ",
IND,INDIA,1992-93,1993,Southern Asia,Asia,Central Asia and Southern Asia,South Asia,SEARO,Lower Middle Income,South Asia,1549,38418,7,19.9,2.9,57.7,51.2,Age-adjusted;,International Institute for Population Sciences.,"National family health survey, India 1992-93. Demographic and Health Surveys. Bombay, India, 1995 (and additional analysis)."," 123,230.6 ",
IND,INDIA,1996-97,1997,Southern Asia,Asia,Central Asia and Southern Asia,South Asia,SEARO,Lower Middle Income,South Asia,1923,22959,,18.4,5.9,45.9,38.4,Adjusted NR to NA; 11 States; converted estimates,"Vijayaraghavan K, Hanumantha Rao D.",Diet and nutrition situation in rural India. Indian Journal of Medical Research 1998;108:243-253 (and additional analysis).," 125,787.5 ",
IND,INDIA,1998-99,1999,Southern Asia,Asia,Central Asia and Southern Asia,South Asia,SEARO,Lower Middle Income,South Asia,2180,26403,5.7,17.1,2.9,54.2,46.3,Age-adjusted;,International Institute for Population Sciences (IIPS) and ORC Macro.,"National family health survey (NFHS-2) 1998-99. Demographic and Health Surveys. Mumbai, India, 2000 (and additional analysis)."," 127,025.3 ",
IND,INDIA,2005-06,2006,Southern Asia,Asia,Central Asia and Southern Asia,South Asia,SEARO,Lower Middle Income,South Asia,2799,49233,6.8,20,1.9,47.9,43.5,,International Institute for Population Sciences (IIPS) and Macro International.,"National family health survey (NFHS-3), 2005-06: India: Volume I. Demographic and Health Surveys. Mumbai, India: IIPS, 2007 (and additional analysis)."," 129,854.0 ",
IND,INDIA,2013-14,2014,Southern Asia,Asia,Central Asia and Southern Asia,South Asia,SEARO,Lower Middle Income,South Asia,3291,91273,4.6,15.1,,38.7,29.4,(pending reanalysis),"Ministry of Women and Child Development,  Government of India and UNICEF. ",Rapid survey on children 2013-2014. India factsheet. . http://wcd.nic.in/ accessed 14 August 2014.," 122,588.1 ",
IND,INDIA,2015-16,2015,Southern Asia,Asia,Central Asia and Southern Asia,South Asia,SEARO,Lower Middle Income,South Asia,3302,219760,7.5,21,2.1,38.4,35.7,(pending reanalysis),"Ministry of Health and Family Welfare, Government of India",National Family Health Survey - 4 (NFHS-4) 2015-16 India Fact Sheet," 121,415.3 ",
IDN,INDONESIA,1987,1987,South-Eastern Asia,Asia,Eastern Asia and South-eastern Asia,East Asia and Pacific,SEARO,Lower Middle Income,East Asia & Pacific,421,28169,,,,,35.9,Converted estimate,Central Bureau of Statistics,"National socioeconomic survey 1987 (SUSENAS-1987). Central Bureau of Statistics. Jakarta, Indonesia, 1992 (and additional analysis)."," 22,820.9 ",
IDN,INDONESIA,1989,1989,South-Eastern Asia,Asia,Eastern Asia and South-eastern Asia,East Asia and Pacific,SEARO,Lower Middle Income,East Asia & Pacific,2371,14101,,,,,31,,"Atmarita, Jahari AB, Latief D, Soekirman, Tilden RL.","The effect of economic crisis on the nutritional status of Indonesian pre-school children. Gizi Indonesia 2000;33-41 (and additional analysis), and http://www.gizi.net, accessed 18/12/03."," 22,413.8 ",
IDN,INDONESIA,1992,1992,South-Eastern Asia,Asia,Eastern Asia and South-eastern Asia,East Asia and Pacific,SEARO,Lower Middle Income,East Asia & Pacific,2371,33742,,,,,29.8,,"Atmarita, Jahari AB, Latief D, Soekirman, Tilden RL.","The effect of economic crisis on the nutritional status of Indonesian pre-school children. Gizi Indonesia 2000;33-41 (and additional analysis), and http://www.gizi.net, accessed 18/12/03."," 21,964.6 ",
IDN,INDONESIA,1995,1995,South-Eastern Asia,Asia,Eastern Asia and South-eastern Asia,East Asia and Pacific,SEARO,Lower Middle Income,East Asia & Pacific,1745,9227,,14.9,6.5,48.1,30.3,Converted estimates,"Central Bureau of Statistics, Ministry of Health  UNICEF.","Indonesia multiple indicator cluster survey (MICS) 1995. Jakarta: UNICEF, 1997 (preliminary results provided by the Centers for Disease Control and Prevention; and additional analysis)."," 21,890.9 ",
